Term,Log Likelihood,% Frequency in Patent-Cited Corpus,% Frequency in Non-Patent-Cited Corpus,Corpus,Rank,Year,Term Type
coli,3693.681536441846,0.0020257875380712887,0.0006049963804234355,Patent-Cited,13,1990-1995,Title
escherichia,3663.6679268183325,0.0018704303481932047,0.0005276105490535801,Patent-Cited,14,1990-1995,Title
dna,3649.7831582885838,0.003550833399162651,0.001517396725878508,Patent-Cited,15,1990-1995,Title
cdna,3639.862753809196,0.0010967164336308818,0.00017741937506625562,Patent-Cited,16,1990-1995,Title
synthesis,3561.5900661672567,0.002351423229849646,0.0008024077100189864,Patent-Cited,17,1990-1995,Title
inhibitor,3510.749309752129,0.0021346253434096074,0.0006882101247372552,Patent-Cited,18,1990-1995,Title
binding,3507.131141839962,0.0028802520824007514,0.001124270800835649,Patent-Cited,19,1990-1995,Title
recombinant,3495.389121915141,0.001628617321010085,0.0004249212475599303,Patent-Cited,20,1990-1995,Title
growth,3264.009021609115,0.004242918959721235,0.002069499263506723,Patent-Cited,21,1990-1995,Title
encoding,3058.1735052355652,0.001065557223231605,0.00020692779503569522,Patent-Cited,22,1990-1995,Title
monoclonal,3012.7658452329397,0.001727800159745811,0.0005338073172471624,Patent-Cited,23,1990-1995,Title
factor,2954.073367118159,0.005514741378553686,0.0030735232529669055,Patent-Cited,24,1990-1995,Title
domain,2526.5665538697044,0.0009712018677971755,0.0002103212633321808,Patent-Cited,25,1990-1995,Title
molecular,2492.3432592555846,0.0023114867770843758,0.0009638925383017447,Patent-Cited,26,1990-1995,Title
acid,2474.6594218168475,0.003947125891987256,0.0020838108471919014,Patent-Cited,27,1990-1995,Title
purification,2469.7590896320316,0.001274894453660549,0.00036287979457418356,Patent-Cited,28,1990-1995,Title
transgenic,2443.4366153709834,0.0007013016650428769,0.00010600899874021178,Patent-Cited,29,1990-1995,Title
identification,2433.9471858579445,0.0019757572565851263,0.0007661123534565757,Patent-Cited,30,1990-1995,Title
case,11894.412863267182,0.00037961573232921683,0.004156629807945187,Non-Patent-Cited,1,1990-1995,Title
health,8680.98996204374,0.0001584292247061818,0.0026919793827620514,Non-Patent-Cited,2,1990-1995,Title
care,7714.4050852049195,0.00015272401716828608,0.0024289118187344975,Non-Patent-Cited,3,1990-1995,Title
patient,6278.851397263805,0.003409080934951857,0.0077827719958897725,Non-Patent-Cited,4,1990-1995,Title
report,5244.350356714004,0.00031949162212216166,0.002209516716261714,Non-Patent-Cited,5,1990-1995,Title
children,5244.208001384647,0.0003905872852867086,0.002369452352496077,Non-Patent-Cited,6,1990-1995,Title
nursing,3965.2292923644604,3.2475796754175775e-05,0.0010946886098162857,Non-Patent-Cited,7,1990-1995,Title
medical,3367.260707298664,0.00018168891697606447,0.0013638053999375749,Non-Patent-Cited,8,1990-1995,Title
study,3235.4384420331453,0.002615179362947749,0.005239146194524078,Non-Patent-Cited,9,1990-1995,Title
hospital,3099.8199478735055,6.144069656195416e-05,0.0009762123036389858,Non-Patent-Cited,10,1990-1995,Title
management,2871.1856794695204,0.0003651332824253276,0.0016084302014842294,Non-Patent-Cited,11,1990-1995,Title
treatment,2810.1439564956363,0.002395309441679613,0.0047224537608591905,Non-Patent-Cited,12,1990-1995,Title
diagnosis,2783.532105719791,0.0005854420658117633,0.00198436747189489,Non-Patent-Cited,13,1990-1995,Title
syndrome,2763.958111398975,0.000839104370188974,0.0024048624564594044,Non-Patent-Cited,14,1990-1995,Title
surgery,2381.3564365600614,0.00036469442030702794,0.0014518880335463522,Non-Patent-Cited,15,1990-1995,Title
practice,2343.9214398559766,7.811745705734172e-05,0.0008280062643424753,Non-Patent-Cited,16,1990-1995,Title
education,2321.5895391600698,1.6676760495387558e-05,0.0006319965846954727,Non-Patent-Cited,17,1990-1995,Title
surgical,2173.557498157984,0.00020012112594465072,0.0010639998530480685,Non-Patent-Cited,18,1990-1995,Title
research,2017.4591929886594,0.00020143771229954972,0.0010201060783435272,Non-Patent-Cited,19,1990-1995,Title
clinical,1912.3682116545424,0.0016391500118492772,0.003226303097358679,Non-Patent-Cited,20,1990-1995,Title
acute,1802.6524760003822,0.001010699458444146,0.0022815172609871467,Non-Patent-Cited,21,1990-1995,Title
medicine,1721.6939106502577,9.30387690795306e-05,0.0006976528191274758,Non-Patent-Cited,22,1990-1995,Title
year,1637.4846342030621,0.0001571126383512828,0.0008148012464061511,Non-Patent-Cited,23,1990-1995,Title
child,1617.1851836295814,3.20369346358761e-05,0.000509241557622604,Non-Patent-Cited,24,1990-1995,Title
nurses,1541.4892946778184,6.5829317744950894e-06,0.000401240740534455,Non-Patent-Cited,25,1990-1995,Title
quality,1504.9342872877642,0.00014350791268399294,0.0007470056515263636,Non-Patent-Cited,26,1990-1995,Title
pregnancy,1501.5239497985247,0.00018871071086885922,0.0008367850192833836,Non-Patent-Cited,27,1990-1995,Title
renal,1436.9274616327225,0.0006525879699116132,0.0015899874390033295,Non-Patent-Cited,28,1990-1995,Title
risk,1419.4009314036787,0.0004278905653421808,0.00123005848642609,Non-Patent-Cited,29,1990-1995,Title
community,1416.0718487516892,2.8964899807778393e-05,0.0004486755256353292,Non-Patent-Cited,30,1990-1995,Title
protein,17620.844020796165,0.009860522406297532,0.0036289072916891895,Patent-Cited,1,1995-2000,Title
gene,14186.910608454571,0.008622780086227801,0.0033338640573391596,Patent-Cited,2,1995-2000,Title
human,13904.563378020619,0.011215873958312585,0.005028839280390665,Patent-Cited,3,1995-2000,Title
cell,11720.272420507092,0.014355597835863671,0.007645046543184882,Patent-Cited,4,1995-2000,Title
receptor,9992.739381819752,0.006668316989760093,0.0027165206520435824,Patent-Cited,5,1995-2000,Title
novel,8530.769556573978,0.0030834484923729466,0.0008225566875483631,Patent-Cited,6,1995-2000,Title
expression,8166.303612232077,0.006372713140650208,0.0028124441019854976,Patent-Cited,7,1995-2000,Title
characterization,6221.904284070559,0.0034267915727294544,0.0012487739292643182,Patent-Cited,8,1995-2000,Title
peptide,5837.673300226435,0.0021207600212076,0.0005682678151272066,Patent-Cited,9,1995-2000,Title
cloning,5384.762564202701,0.001622501554686554,0.00036370974769642846,Patent-Cited,10,1995-2000,Title
inhibitor,5212.012796116207,0.0023784254083996387,0.000763980482460882,Patent-Cited,11,1995-2000,Title
synthesis,4492.123513761609,0.0021397292521665233,0.0007085493085190376,Patent-Cited,12,1995-2000,Title
kinase,4183.936986411913,0.0021549046369336616,0.0007523176586291464,Patent-Cited,13,1995-2000,Title
recombinant,4169.390000938363,0.0014296477066041693,0.00036370974769642846,Patent-Cited,14,1995-2000,Title
binding,3983.099249559252,0.0024637869477147924,0.0009622484876003871,Patent-Cited,15,1995-2000,Title
domain,3892.7173126704,0.001300973089932808,0.00032315195021415696,Patent-Cited,16,1995-2000,Title
virus,3634.2046363692234,0.0031922054165374387,0.001488385989672504,Patent-Cited,17,1995-2000,Title
dna,3594.3402137159683,0.0029788015682495543,0.0013526254785525256,Patent-Cited,18,1995-2000,Title
growth,3265.7492780311695,0.0037401000374010004,0.0019434326835567944,Patent-Cited,19,1995-2000,Title
identification,3023.7575747209057,0.0019746969428238925,0.0007950376650240431,Patent-Cited,20,1995-2000,Title
mice,2966.1004453672667,0.002448611562947654,0.0011098683869987032,Patent-Cited,21,1995-2000,Title
vivo,2909.4541112700126,0.0019506692502759232,0.0007966757020790621,Patent-Cited,22,1995-2000,Title
acid,2804.961317021085,0.003318983110112908,0.0017455578073104939,Patent-Cited,23,1995-2000,Title
activation,2786.276378193119,0.0020929384824678464,0.0009065552277297397,Patent-Cited,24,1995-2000,Title
sequence,2531.528515474226,0.0017220900172209002,0.0007088113944478407,Patent-Cited,25,1995-2000,Title
apoptosis,2530.5965797738013,0.0013736884752753463,0.0004960631417419673,Patent-Cited,26,1995-2000,Title
potent,2368.5006466425734,0.0005188084667265462,7.849473567651259e-05,Patent-Cited,27,1995-2000,Title
antibody,2320.6286687916695,0.0011922161657683156,0.00041553724011723106,Patent-Cited,28,1995-2000,Title
encoding,2293.8161973208717,0.0008090377003980693,0.00021117573713305514,Patent-Cited,29,1995-2000,Title
factor,2257.4571098671167,0.004951601587977555,0.003140117034471507,Patent-Cited,30,1995-2000,Title
case,14664.42340466417,0.0003705323113976308,0.0038390346851070326,Non-Patent-Cited,1,1995-2000,Title
care,11740.245543946325,0.00020139000201390003,0.0028075299908204405,Non-Patent-Cited,2,1995-2000,Title
health,11158.798690100115,0.00023806384853448465,0.002801764100386773,Non-Patent-Cited,3,1995-2000,Title
patient,8079.574550081537,0.0038283069613599926,0.008260293261050034,Non-Patent-Cited,4,1995-2000,Title
report,7247.243929814827,0.00028896461827426155,0.0021631262133759484,Non-Patent-Cited,5,1995-2000,Title
children,6148.021409162112,0.0004634815430963539,0.0023138256224377006,Non-Patent-Cited,6,1995-2000,Title
nursing,4551.810929568567,1.5175384767138464e-05,0.0008730082288429496,Non-Patent-Cited,7,1995-2000,Title
medical,4269.141364052319,0.00020708077130157694,0.001359963884559011,Non-Patent-Cited,8,1995-2000,Title
management,4065.7220786921675,0.00042996923506892314,0.001773273394281416,Non-Patent-Cited,9,1995-2000,Title
hospital,3645.3547247804345,6.828923145212309e-05,0.0008884712986423293,Non-Patent-Cited,10,1995-2000,Title
practice,3527.9854333323447,0.0001068600010686,0.0009697834580534747,Non-Patent-Cited,11,1995-2000,Title
study,3395.6411867210845,0.0027717207969479773,0.005080470208364865,Non-Patent-Cited,12,1995-2000,Title
surgery,3334.4340349531244,0.0003891853885072385,0.001523046853756707,Non-Patent-Cited,13,1995-2000,Title
diagnosis,2902.034888649135,0.0005529530824526078,0.001703165408326601,Non-Patent-Cited,14,1995-2000,Title
education,2773.4844236713843,1.5491538616453848e-05,0.0005573912490818802,Non-Patent-Cited,15,1995-2000,Title
research,2751.9669560892526,0.0002288953869043385,0.001079138811846546,Non-Patent-Cited,16,1995-2000,Title
syndrome,2704.6324783626396,0.0009905100099051002,0.0023374133560299746,Non-Patent-Cited,17,1995-2000,Title
surgical,2698.441715454203,0.00019475077117827693,0.000997695609470999,Non-Patent-Cited,18,1995-2000,Title
medicine,2659.5891335931983,0.00012582923202752308,0.0008399854018137657,Non-Patent-Cited,19,1995-2000,Title
treatment,2597.321402447794,0.002558000794810777,0.004465485576428516,Non-Patent-Cited,20,1995-2000,Title
women,2435.6080174580397,0.0003907661577538154,0.0013038774957951588,Non-Patent-Cited,21,1995-2000,Title
year,2431.0076488909995,0.00017009077093167694,0.0008876850408559202,Non-Patent-Cited,22,1995-2000,Title
among,2417.751481633659,0.00030192692609619235,0.0011407945265974628,Non-Patent-Cited,23,1995-2000,Title
clinical,2297.75733942864,0.0017012238631660848,0.0032030176573842385,Non-Patent-Cited,24,1995-2000,Title
risk,2218.3401884302234,0.0005991115444526539,0.0015891580292972756,Non-Patent-Cited,25,1995-2000,Title
quality,2203.7270308420802,0.00020455154050705386,0.0009062276203187358,Non-Patent-Cited,26,1995-2000,Title
child,2052.422044975949,3.319615417811539e-05,0.00048485896828563696,Non-Patent-Cited,27,1995-2000,Title
nurses,1990.1043940748284,4.426153890415385e-06,0.00037170336852492144,Non-Patent-Cited,28,1995-2000,Title
services,1959.1165749830182,9.800769328776924e-06,0.0003892631257547256,Non-Patent-Cited,29,1995-2000,Title
literature,1876.403308597536,7.714153923295385e-05,0.0005655814343569754,Non-Patent-Cited,30,1995-2000,Title
cell,16395.309799823277,0.013866039660310673,0.007018663188191328,Patent-Cited,1,2000-2005,Title
protein,13457.460497388904,0.008010770029727174,0.0034729718659307716,Patent-Cited,2,2000-2005,Title
human,11164.612483504796,0.008483764628522397,0.0041119881730716755,Patent-Cited,3,2000-2005,Title
receptor,10753.760918182386,0.005842317698441658,0.0024168834491674175,Patent-Cited,4,2000-2005,Title
novel,9587.449217033376,0.003587187052053068,0.0011817568915487371,Patent-Cited,5,2000-2005,Title
gene,9506.333769099678,0.0070565613367390275,0.003386528781183002,Patent-Cited,6,2000-2005,Title
synthesis,8893.664561573409,0.0029834277537488995,0.0009071265803336514,Patent-Cited,7,2000-2005,Title
inhibitor,7237.901923362733,0.002584657689151138,0.0008235228669827063,Patent-Cited,8,2000-2005,Title
peptide,7005.149829974742,0.00195150746790972,0.000508405222886974,Patent-Cited,9,2000-2005,Title
expression,6323.579684153643,0.005765353332444964,0.0030031610616598945,Patent-Cited,10,2000-2005,Title
vivo,3883.067614159416,0.001785623106246941,0.0006724577924812814,Patent-Cited,11,2000-2005,Title
potent,3721.5929435483695,0.0005935471979615652,7.881884673777785e-05,Patent-Cited,12,2000-2005,Title
kinase,3705.6867793471492,0.0018586022623538394,0.0007360807441508686,Patent-Cited,13,2000-2005,Title
characterization,3663.4733437601717,0.0024855255931424502,0.0011465802347991887,Patent-Cited,14,2000-2005,Title
acid,3641.9356687753007,0.0031956401803805625,0.0016407360197502469,Patent-Cited,15,2000-2005,Title
dna,3549.3556570900837,0.002564731639702155,0.0012166706435393206,Patent-Cited,16,2000-2005,Title
signaling,3451.963893947557,0.001319104473522639,0.00044099644268828737,Patent-Cited,17,2000-2005,Title
growth,3310.7997197996447,0.0031136943020216223,0.0016405782768948677,Patent-Cited,18,2000-2005,Title
recombinant,3050.798130262008,0.0010149831438075443,0.00030665211085705165,Patent-Cited,19,2000-2005,Title
virus,3008.0417261399416,0.002552277858796541,0.0012935439950607557,Patent-Cited,20,2000-2005,Title
mice,2937.6728632903487,0.00230096056012125,0.001129386263562862,Patent-Cited,21,2000-2005,Title
activation,2906.101243389735,0.002070316537749278,0.0009760602081343363,Patent-Cited,22,2000-2005,Title
identification,2884.583449108154,0.00183792898605052,0.0008235228669827063,Patent-Cited,23,2000-2005,Title
binding,2618.0867553128883,0.0016473861381946253,0.0007337671822719745,Patent-Cited,24,2000-2005,Title
inhibition,2489.6320438702205,0.0015604587474734393,0.0006937530779574655,Patent-Cited,25,2000-2005,Title
antibody,2374.6466195185476,0.0008662849997945126,0.00028030905400873495,Patent-Cited,26,2000-2005,Title
targeting,2372.9843877190697,0.0005676433336778879,0.0001276139700017257,Patent-Cited,27,2000-2005,Title
rna,2312.073449067188,0.0009656661714213127,0.0003425649009317029,Patent-Cited,28,2000-2005,Title
dendritic,2274.0309327333457,0.0006642846735054529,0.0001804578265537382,Patent-Cited,29,2000-2005,Title
delivery,2273.435632667676,0.0009014046619483442,0.00030901825368773877,Patent-Cited,30,2000-2005,Title
case,15583.58191743242,0.00042616838259011247,0.0035159830844974844,Non-Patent-Cited,1,2000-2005,Title
health,13052.539471833708,0.0003023778003883089,0.0028075073400379656,Non-Patent-Cited,2,2000-2005,Title
care,12025.893288623762,0.00021893746832069483,0.0024287667442726463,Non-Patent-Cited,3,2000-2005,Title
patient,9766.605995656886,0.004023318459367672,0.008414056486875217,Non-Patent-Cited,4,2000-2005,Title
report,8538.847209117628,0.00028992401948269486,0.0020620146055161416,Non-Patent-Cited,5,2000-2005,Title
children,7407.62814313962,0.000502883672968695,0.00232633905017979,Non-Patent-Cited,6,2000-2005,Title
medical,4844.186046961733,0.00020523830932451937,0.001262626395406444,Non-Patent-Cited,7,2000-2005,Title
nursing,4246.126768826832,1.6189915177298253e-05,0.0006635716116282565,Non-Patent-Cited,8,2000-2005,Title
management,4101.085351749191,0.0005781045096386037,0.0018346545699630052,Non-Patent-Cited,9,2000-2005,Title
among,3905.9693275054087,0.00033973914310515103,0.0013708905751483283,Non-Patent-Cited,10,2000-2005,Title
study,3858.4771219359227,0.002775698688243257,0.004943030116160787,Non-Patent-Cited,11,2000-2005,Title
surgery,3811.806733118969,0.0004134655260663861,0.001488514164309375,Non-Patent-Cited,12,2000-2005,Title
hospital,3731.5259832593315,6.774856812654038e-05,0.0007531169725318159,Non-Patent-Cited,13,2000-2005,Title
practice,3499.166605699621,0.0001556722613201755,0.0009284218658098355,Non-Patent-Cited,14,2000-2005,Title
research,3316.5033877250085,0.00028842956577402115,0.0011639319488908942,Non-Patent-Cited,15,2000-2005,Title
medicine,3114.7527129253385,0.0001559213369382878,0.0008639576189115595,Non-Patent-Cited,16,2000-2005,Title
women,3103.332187495951,0.0004525703981100142,0.001414006955618627,Non-Patent-Cited,17,2000-2005,Title
syndrome,2975.5313157528735,0.0010047710434649406,0.0022446808320451877,Non-Patent-Cited,18,2000-2005,Title
risk,2928.5070625881717,0.0007808520627820003,0.0018989084930541088,Non-Patent-Cited,19,2000-2005,Title
education,2905.041933087547,2.3413108102554395e-05,0.0004986777468052602,Non-Patent-Cited,20,2000-2005,Title
quality,2756.0602785682277,0.00027049612126993697,0.001024539845687526,Non-Patent-Cited,21,2000-2005,Title
surgical,2739.4750287761362,0.00020922351921431588,0.0009059697993942043,Non-Patent-Cited,22,2000-2005,Title
year,2714.9247993829604,0.00020324570437962113,0.0008898800281455319,Non-Patent-Cited,23,2000-2005,Title
child,2581.80139988036,3.138352788214738e-05,0.0004766989089557665,Non-Patent-Cited,24,2000-2005,Title
life,2267.100673613417,0.00021071797292298956,0.00082099898129664,Non-Patent-Cited,25,2000-2005,Title
diagnosis,2253.6512509485215,0.0005975324078513616,0.001456176878956651,Non-Patent-Cited,26,2000-2005,Title
literature,2248.4130495240493,0.00011582016242221057,0.0006306033548540158,Non-Patent-Cited,27,2000-2005,Title
clinical,2203.4193121305316,0.0018302076418890392,0.003143815107706296,Non-Patent-Cited,28,2000-2005,Title
services,2140.6871755263037,1.1706554051277198e-05,0.0003480859008699729,Non-Patent-Cited,29,2000-2005,Title
public,2128.6280884403473,3.6365040244393e-05,0.0004233292428858235,Non-Patent-Cited,30,2000-2005,Title
cell,22802.944784327025,0.014309182350961942,0.0067668118569942405,Patent-Cited,1,2005-2010,Title
synthesis,11274.90335307864,0.003242304474958021,0.0009753162797295454,Patent-Cited,2,2005-2010,Title
inhibitor,10292.058448145304,0.002749543354219944,0.0007802452997297855,Patent-Cited,3,2005-2010,Title
human,9692.594688693523,0.0068795458407753685,0.003424690996329182,Patent-Cited,4,2005-2010,Title
protein,9351.324410037862,0.006443659272292379,0.003169565497640128,Patent-Cited,5,2005-2010,Title
receptor,8635.344835232048,0.004649153399539862,0.0020498480311715007,Patent-Cited,6,2005-2010,Title
novel,8460.456979954832,0.0035335021825040683,0.0013627548208813153,Patent-Cited,7,2005-2010,Title
antivirals,7425.053293900897,0.0004734237729713473,2.7806593862567223e-06,Patent-Cited,8,2005-2010,Title
peptide,6154.546217049655,0.0017658410984159527,0.0005302562968514555,Patent-Cited,9,2005-2010,Title
stem,5652.3348029621575,0.0019237248554760753,0.0006531459936163013,Patent-Cited,10,2005-2010,Title
nanoparticles,5034.391378312261,0.0009589049510207731,0.00019727233534721302,Patent-Cited,11,2005-2010,Title
potent,4996.754898252797,0.0006608822972041153,8.295633835665888e-05,Patent-Cited,12,2005-2010,Title
vivo,4589.121577764019,0.001723753929747188,0.0006238332092528449,Patent-Cited,13,2005-2010,Title
acid,4370.369657338713,0.0031058055495458113,0.0015468576444130624,Patent-Cited,14,2005-2010,Title
gene,4275.40505180053,0.005243151223291995,0.003139325826814586,Patent-Cited,15,2005-2010,Title
delivery,4228.086028338161,0.0011916356188485906,0.0003529120204390823,Patent-Cited,16,2005-2010,Title
expression,4116.3113593981525,0.004714672883737722,0.0027676443555182707,Patent-Cited,17,2005-2010,Title
targeting,4020.9104455004417,0.0008203585417273803,0.0001816697465687725,Patent-Cited,18,2005-2010,Title
signaling,3788.277157911384,0.0015640501870149027,0.0005991934774690701,Patent-Cited,19,2005-2010,Title
antibody,3363.1941887863263,0.0008440183554654966,0.0002272802845572335,Patent-Cited,20,2005-2010,Title
kinase,3224.7909658508734,0.0014662259571361525,0.000592975614119246,Patent-Cited,21,2005-2010,Title
dna,3096.1210162381694,0.0021641904624105845,0.001070746965055106,Patent-Cited,22,2005-2010,Title
inhibition,3061.9728807322936,0.0014500735842957076,0.0005993479585460844,Patent-Cited,23,2005-2010,Title
characterization,2968.417176783433,0.002262242190498355,0.0011579129127604034,Patent-Cited,24,2005-2010,Title
engineering,2815.4112772815906,0.0005273408485091701,0.00010647608233208032,Patent-Cited,25,2005-2010,Title
detection,2792.930665376084,0.0021045859316472532,0.0010725621177100236,Patent-Cited,26,2005-2010,Title
derivatives,2633.144944197372,0.0007866888067923685,0.00024357803818223815,Patent-Cited,27,2005-2010,Title
growth,2618.461911268665,0.002570502263720929,0.001438527789156811,Patent-Cited,28,2005-2010,Title
mice,2590.5685047248844,0.002072053687757343,0.0010800158296759618,Patent-Cited,29,2005-2010,Title
mesenchymal,2540.577412839871,0.0005039085329800741,0.00010832985525625147,Patent-Cited,30,2005-2010,Title
case,16883.523115893997,0.00042587664728609424,0.0034354660514509267,Non-Patent-Cited,1,2005-2010,Title
health,13924.950373902595,0.0003398823242764021,0.002805646700463779,Non-Patent-Cited,2,2005-2010,Title
care,12339.672875319931,0.00023477815170900066,0.002318220282214528,Non-Patent-Cited,3,2005-2010,Title
patient,11139.202322856276,0.004022168335479779,0.00844544186010047,Non-Patent-Cited,4,2005-2010,Title
report,9308.716079768357,0.00028164278276719267,0.0020057050634146754,Non-Patent-Cited,5,2005-2010,Title
children,8034.0801725568435,0.000507093507906359,0.0022902978275442,Non-Patent-Cited,6,2005-2010,Title
among,6494.714421041043,0.0003162225105382858,0.0016621005278657022,Non-Patent-Cited,7,2005-2010,Title
study,5067.3315650977165,0.0029731740936869474,0.005412051431848414,Non-Patent-Cited,8,2005-2010,Title
medical,4479.003902624928,0.00020816086125361979,0.0011254718865874084,Non-Patent-Cited,9,2005-2010,Title
nursing,4097.568383296312,1.5697376422404114e-05,0.00058034678607333,Non-Patent-Cited,10,2005-2010,Title
management,4055.945121388606,0.0006253925765969408,0.0018091278929140264,Non-Patent-Cited,11,2005-2010,Title
surgery,4043.828754017565,0.0004290616222123791,0.0014744060192933735,Non-Patent-Cited,12,2005-2010,Title
hospital,4001.661401637848,6.870445912414555e-05,0.0007321244442398428,Non-Patent-Cited,13,2005-2010,Title
women,3546.7397988532766,0.0004213266831056873,0.0013714830017326212,Non-Patent-Cited,14,2005-2010,Title
syndrome,3446.2807304804346,0.0009871147289392964,0.0022405935410148613,Non-Patent-Cited,15,2005-2010,Title
practice,3178.815649789433,0.00017562861736370982,0.0008563272301593097,Non-Patent-Cited,16,2005-2010,Title
education,3178.218403213401,1.9109849557709358e-05,0.0004754155145113924,Non-Patent-Cited,17,2005-2010,Title
research,3074.9712603479843,0.000300752632324902,0.0010758834608658302,Non-Patent-Cited,18,2005-2010,Title
quality,3048.538045259524,0.0003403373206944428,0.0011410744753658488,Non-Patent-Cited,19,2005-2010,Title
surgical,2849.7050763216607,0.00022181075379484075,0.0008928620048731828,Non-Patent-Cited,20,2005-2010,Title
artery,2837.0015171886853,0.0002873302379927014,0.0010101903828655151,Non-Patent-Cited,21,2005-2010,Title
child,2762.7515485492286,2.9119770754604736e-05,0.00045355644211387424,Non-Patent-Cited,22,2005-2010,Title
life,2760.1081381971794,0.000220673262749739,0.0008757146053245997,Non-Patent-Cited,23,2005-2010,Title
year,2712.527764138988,0.0002179432842414948,0.000862622334047641,Non-Patent-Cited,24,2005-2010,Title
risk,2665.4008490274255,0.0011258886364417097,0.002250827912367056,Non-Patent-Cited,25,2005-2010,Title
literature,2643.1219352484973,0.00012921898272355852,0.0006775153835153011,Non-Patent-Cited,26,2005-2010,Title
social,2583.3594631638825,6.165201464451471e-05,0.000517048164766736,Non-Patent-Cited,27,2005-2010,Title
students,2551.4688163234473,7.734939106691883e-06,0.000353298223131618,Non-Patent-Cited,28,2005-2010,Title
experience,2516.343560124777,0.00018882351348689007,0.0007751474241883149,Non-Patent-Cited,29,2005-2010,Title
mental,2504.4823314640375,5.1187097029578636e-05,0.0004796637441292846,Non-Patent-Cited,30,2005-2010,Title
cell,20006.980236735973,0.014445153394767946,0.007051260703973254,Patent-Cited,1,2010-2015,Title
synthesis,12037.353764665942,0.0035995209355354956,0.0010718027902186947,Patent-Cited,2,2010-2015,Title
inhibitor,11386.443703190078,0.0029894459378889786,0.0008021682183222112,Patent-Cited,3,2010-2015,Title
novel,7617.5411013266275,0.003926132025145654,0.0016424953101751548,Patent-Cited,4,2010-2015,Title
human,7523.2268317671405,0.005959018022446995,0.0030177711670317207,Patent-Cited,5,2010-2015,Title
stem,6453.672067328609,0.0025313013189962657,0.000907977246684854,Patent-Cited,6,2010-2015,Title
targeting,5777.749766312921,0.0012795100572157777,0.00029434928534360336,Patent-Cited,7,2010-2015,Title
nanoparticles,5603.628868547173,0.0016733261508530067,0.0004977291042531822,Patent-Cited,8,2010-2015,Title
protein,5474.171304131358,0.005084045479744359,0.0027292986702276605,Patent-Cited,9,2010-2015,Title
receptor,5464.6921728599755,0.0036288087193916507,0.0017101722996579307,Patent-Cited,10,2010-2015,Title
delivery,5345.662218705883,0.0016011526834931959,0.0004773616042462722,Patent-Cited,11,2010-2015,Title
peptide,5147.517365131839,0.0015935692394590127,0.00048699524390698456,Patent-Cited,12,2010-2015,Title
graphene,4954.575851027559,0.0008475152453374894,0.00014700021744117595,Patent-Cited,13,2010-2015,Title
potent,4774.907732309094,0.0007026453144775792,9.974439726704108e-05,Patent-Cited,14,2010-2015,Title
antibody,4373.020678217678,0.0009596979174293694,0.00021883657780810331,Patent-Cited,15,2010-2015,Title
acid,4160.365864456948,0.0030406995596372497,0.0014916845723110788,Patent-Cited,16,2010-2015,Title
detection,3980.130665012657,0.0024136271874313567,0.0010924654713851249,Patent-Cited,17,2010-2015,Title
engineering,3598.494195707536,0.0007366400635963307,0.0001565801878001573,Patent-Cited,18,2010-2015,Title
efficient,3497.5059479299134,0.0009612669058502348,0.0002678903195902263,Patent-Cited,19,2010-2015,Title
vivo,3408.5123539840943,0.0016479608380490151,0.0006667605700549287,Patent-Cited,20,2010-2015,Title
selective,3400.0879453645166,0.0011056138405698566,0.00035013852449296534,Patent-Cited,21,2010-2015,Title
discovery,3289.7991097162153,0.000779002750959698,0.0001909017062571241,Patent-Cited,22,2010-2015,Title
dna,3248.256931545983,0.0020527598506323024,0.0009466191439311653,Patent-Cited,23,2010-2015,Title
highly,3053.8334553488885,0.0010381473384726422,0.00033916315228897827,Patent-Cited,24,2010-2015,Title
derivatives,2947.2746406999136,0.0008815099944562409,0.0002625233894171275,Patent-Cited,25,2010-2015,Title
production,2860.391821208851,0.0015559135173582419,0.0006687731688698407,Patent-Cited,26,2010-2015,Title
pluripotent,2774.904896019637,0.0003904166187253538,5.187138012299984e-05,Patent-Cited,27,2010-2015,Title
applications,2740.4217627070693,0.0009604824116398021,0.0003203788966831325,Patent-Cited,28,2010-2015,Title
using,2629.8850879328857,0.005194920661485518,0.0034435565723145134,Patent-Cited,29,2010-2015,Title
therapeutic,2620.1360374299347,0.001331548173174482,0.0005530353196869652,Patent-Cited,30,2010-2015,Title
case,14793.357550101311,0.00038021819398972834,0.0032518498265314247,Non-Patent-Cited,1,2010-2015,Title
patient,13072.62723616351,0.003671955900965451,0.008674596073430445,Non-Patent-Cited,2,2010-2015,Title
health,12409.940920853498,0.0003762957229375647,0.0028664237361503346,Non-Patent-Cited,3,2010-2015,Title
care,11666.567649903649,0.00021835088857044235,0.0023560286766886396,Non-Patent-Cited,4,2010-2015,Title
among,8107.16336990325,0.000264374548915829,0.0019161282450505968,Non-Patent-Cited,5,2010-2015,Title
report,7934.19912717118,0.0002366557534805393,0.0018233071877068532,Non-Patent-Cited,6,2010-2015,Title
children,7337.021888649588,0.00043905525977218287,0.0021644292695090126,Non-Patent-Cited,7,2010-2015,Title
study,7009.439895290552,0.0028244406556279613,0.005894553078416136,Non-Patent-Cited,8,2010-2015,Title
risk,5234.94139107218,0.0008676505967385961,0.0025341570891337884,Non-Patent-Cited,9,2010-2015,Title
surgery,4657.436377047741,0.0003365480162756399,0.0014883570756037575,Non-Patent-Cited,10,2010-2015,Title
